customer_id,address,order_id,order_dt,delivery_dt,payment_method,product_id,amount
7760533,Комсомольск-на-Амуре,42737,2022-04-11,2022-05-14,online,4,38
2456567,Тольятти,86988,2020-08-07,2020-09-21,offline,11,15
2456567,Тольятти,86988,2020-08-07,2020-09-09,offline,11,15
8940788,Волжск,91646,2022-07-01,2022-07-15,offline,1,9
2033294,Кириши,80134,2022-08-19,2022-09-26,online,10,30
7013402,Тобольск,90309,2020-06-22,2020-07-29,online,1,1
8591362,Череповец,17514,2022-03-31,2022-05-29,offline,14,29
8591362,Череповец,17514,2022-03-31,2022-05-12,offline,14,29
8591362,Череповец,17514,2022-03-31,2022-05-07,offline,14,29
1908237,Бугульма,1502,2020-05-29,2020-07-18,offline,2,49
6680279,Сальск,64896,2021-05-03,2021-05-27,online,12,35
9156396,Липецк,79413,2022-07-09,2022-08-01,offline,8,24
9156396,Липецк,79413,2022-07-09,2022-07-13,offline,8,24
3348290,Якутск,93632,2022-04-28,2022-05-15,online,10,36
3348290,Якутск,93632,2022-04-28,2022-06-03,online,10,36
4631776,Анжеро-Судженск,38175,2021-05-14,2021-07-04,online,12,20
4631776,Анжеро-Судженск,38175,2021-05-14,2021-06-18,online,12,20
4631776,Анжеро-Судженск,38175,2021-05-14,2021-05-30,online,12,20
4631776,Анжеро-Судженск,38175,2021-05-14,2021-05-16,online,12,20
4498799,Череповец,42374,2021-10-27,2021-12-12,online,9,13
4498799,Череповец,42374,2021-10-27,2021-11-17,online,9,13
6740090,Георгиевск,68778,2022-12-25,2023-02-03,offline,15,42
4565766,Копейск,95210,2022-01-01,2022-02-20,offline,5,37
8987261,Ханты-Мансийск,65005,2020-09-02,2020-09-07,online,6,15
6888217,Кемерово,79904,2022-09-27,2022-11-13,online,1,7
7637780,Сарапул,89428,2021-03-16,2021-04-11,online,6,26
7637780,Сарапул,89428,2021-03-16,2021-04-13,online,6,26
8172912,Курск,36414,2023-02-17,2023-03-09,offline,15,5
8172912,Курск,36414,2023-02-17,2023-02-27,offline,15,5
8172912,Курск,36414,2023-02-17,2023-02-24,offline,15,5
4200162,Елец,62756,2021-08-24,2021-08-26,offline,5,35
9955675,Владивосток,64208,2023-03-13,2023-04-02,offline,15,30
818921,Долгопрудный,2006,2021-03-04,2021-04-07,offline,5,49
818921,Долгопрудный,2006,2021-03-04,2021-04-21,offline,5,49
9767097,Якутск,41411,2020-02-02,2020-02-05,online,8,22
2033294,Кириши,80134,2022-08-19,2022-09-26,online,2,43
5684078,Смоленск,53704,2022-10-25,2022-10-28,offline,1,45
6177237,Ялта,25318,2022-09-16,2022-09-30,offline,1,42
6043995,Пушкино,59908,2022-01-03,2022-02-10,offline,2,20
6043995,Пушкино,59908,2022-01-03,2022-02-07,offline,2,20
6043995,Пушкино,59908,2022-01-03,2022-01-30,offline,2,20
6043995,Пушкино,59908,2022-01-03,2022-02-19,offline,2,20
7757457,Рязань,22793,2021-03-13,2021-05-02,offline,4,22
8979408,Балашиха,58831,2022-01-21,2022-02-18,offline,5,19
8979408,Балашиха,58831,2022-01-21,2022-02-17,offline,5,19
8979408,Балашиха,58831,2022-01-21,2022-02-08,offline,5,19
8494844,Муром,23791,2022-03-10,2022-04-26,online,12,28
2039915,Северск,3493,2022-04-19,2022-05-27,online,12,16
2039915,Северск,3493,2022-04-19,2022-05-08,online,12,16
2039915,Северск,3493,2022-04-19,2022-05-24,online,12,16
2471692,Тихвин,87470,2023-01-20,2023-02-10,online,4,43
4808420,Назрань,96338,2020-04-20,2020-05-08,online,8,23
269301,Балашов,32527,2022-07-25,2022-07-26,offline,14,30
4104890,Пятигорск,91401,2022-03-08,2022-04-22,online,4,12
4104890,Пятигорск,91401,2022-03-08,2022-04-14,online,4,12
4104890,Пятигорск,91401,2022-03-08,2022-04-06,online,4,12
4104890,Пятигорск,91401,2022-03-08,2022-03-31,online,4,12
8131696,Арзамас,65982,2020-10-10,2020-10-18,online,8,39
8131696,Арзамас,65982,2020-10-10,2020-11-17,online,8,39
8131696,Арзамас,65982,2020-10-10,2020-10-16,online,8,39
8131696,Арзамас,65982,2020-10-10,2020-12-09,online,8,39
6929364,Мичуринск,27555,2022-02-03,2022-02-18,online,15,27
9279399,Энгельс,58265,2020-04-30,2020-06-08,offline,14,40
9279399,Энгельс,58265,2020-04-30,2020-05-06,offline,14,40
9279399,Энгельс,58265,2020-04-30,2020-05-23,offline,14,40
5385017,Кунгур,50301,2020-08-26,2020-09-04,offline,12,19
5385017,Кунгур,50301,2020-08-26,2020-09-05,offline,12,19
1838335,Железногорск (Красноярский край),75351,2022-11-29,2023-01-26,online,6,47
1838335,Железногорск (Красноярский край),75351,2022-11-29,2023-01-06,online,6,47
1838335,Железногорск (Красноярский край),75351,2022-11-29,2022-12-12,online,6,47
1838335,Железногорск (Красноярский край),75351,2022-11-29,2022-12-12,online,6,47
2769270,Екатеринбург,50469,2020-03-22,2020-05-13,online,14,11
2962652,Вольск,33834,2020-05-11,2020-07-05,offline,11,20
3112132,Солнечногорск,44263,2022-10-31,2022-11-19,online,10,48
2740696,Борисоглебск,30026,2022-03-10,2022-04-08,offline,5,14
4180347,Армавир,72575,2022-10-21,2022-12-19,online,11,42
4180347,Армавир,72575,2022-10-21,2022-11-25,online,11,42
1939578,Брянск,33738,2022-05-09,2022-06-08,online,6,23
1939578,Брянск,33738,2022-05-09,2022-07-07,online,6,23
1939578,Брянск,33738,2022-05-09,2022-05-15,online,6,23
2471692,Тихвин,63796,2020-09-02,2020-09-30,offline,10,47
2471692,Тихвин,63796,2020-09-02,2020-09-09,offline,10,47
3508936,Кропоткин,28315,2022-10-23,2022-12-04,online,7,25
2407002,Усть-Илимск,47706,2020-12-31,2021-01-22,online,6,17
6680279,Сальск,48569,2022-02-21,2022-03-22,offline,13,45
8494844,Муром,94925,2022-04-12,2022-05-10,offline,1,23
8494844,Муром,94925,2022-04-12,2022-04-26,offline,1,23
8494844,Муром,94925,2022-04-12,2022-04-23,offline,1,23
8494844,Муром,94925,2022-04-12,2022-05-18,offline,1,23
8494844,Муром,94925,2022-04-12,2022-04-28,offline,1,23
5955589,Уфа,29474,2021-05-21,2021-06-08,online,13,28
3744940,Славянск-на-Кубани,78128,2022-04-20,2022-05-07,online,1,45
3744940,Славянск-на-Кубани,78128,2022-04-20,2022-06-14,online,1,45
1336205,Златоуст,17964,2022-05-14,2022-07-06,online,10,7
6888217,Кемерово,20435,2022-09-18,2022-10-02,offline,11,26
6888217,Кемерово,20435,2022-09-18,2022-11-10,offline,11,26
8979408,Балашиха,40552,2021-11-05,2021-11-26,online,15,5
2215761,Владикавказ,65271,2020-08-08,2020-08-27,offline,14,10
2215761,Владикавказ,65271,2020-08-08,2020-09-25,offline,14,10
2215761,Владикавказ,65271,2020-08-08,2020-08-13,offline,14,10
8542490,Дмитров,18097,2023-02-05,2023-03-04,offline,1,8
8790076,Шадринск,52886,2022-04-20,2022-05-15,online,10,9
6408200,Горно-Алтайск,77826,2021-06-09,2021-06-22,online,6,45
7431085,Серпухов,61562,2022-09-02,2022-10-11,online,11,4
2929238,Бердск,50176,2021-09-02,2021-10-17,online,1,33
4090948,Салават,48565,2021-05-22,2021-07-07,online,15,4
4090948,Салават,48565,2021-05-22,2021-07-08,online,15,4
4090948,Салават,48565,2021-05-22,2021-06-22,online,15,4
5186556,Каменск-Шахтинский,46026,2021-11-08,2022-01-05,offline,4,18
436078,Бугульма,63645,2022-05-21,2022-06-27,offline,15,45
4374148,Воткинск,12783,2022-08-26,2022-09-02,online,8,33
400916,Ессентуки,86899,2022-06-09,2022-06-26,offline,10,43
400916,Ессентуки,86899,2022-06-09,2022-07-04,offline,10,43
3348290,Якутск,87765,2020-05-05,2020-05-15,offline,10,32
8887959,Чехов,33619,2022-03-26,2022-05-01,offline,3,3
1278173,Махачкала,86045,2021-05-30,2021-06-12,online,7,24
1278173,Махачкала,86045,2021-05-30,2021-07-05,online,7,24
1278173,Махачкала,86045,2021-05-30,2021-07-20,online,7,24
3896308,Узловая,14277,2022-05-28,2022-06-29,online,13,44
7108795,Жигулевск,25164,2022-01-16,2022-03-13,offline,10,46
7146160,Сертолово,55351,2021-11-18,2022-01-11,online,2,27
8545580,Белово,76769,2020-10-10,2020-11-11,online,9,7
4617094,Вольск,6738,2021-12-20,2022-01-10,online,2,46
2193120,Нефтеюганск,48291,2022-01-01,2022-02-16,online,5,39
8887959,Чехов,24212,2022-03-18,2022-03-30,online,8,1
404164,Брянск,77849,2020-12-19,2021-01-01,offline,6,8
6358354,Гатчина,81484,2021-09-24,2021-10-13,offline,12,44
6358354,Гатчина,81484,2021-09-24,2021-11-04,offline,12,44
6358354,Гатчина,81484,2021-09-24,2021-11-10,offline,12,44
2839353,Буденновск,13300,2021-11-18,2021-12-02,online,8,10
2839353,Буденновск,13300,2021-11-18,2022-01-15,online,8,10
7664568,Биробиджан,81695,2023-04-11,2023-05-08,offline,4,44
7664568,Биробиджан,81695,2023-04-11,2023-05-21,offline,4,44
2437302,Черногорск,16299,2020-09-21,2020-11-10,offline,2,1
2437302,Черногорск,16299,2020-09-21,2020-10-14,offline,2,1
4812339,Псков,55050,2022-10-25,2022-11-09,offline,9,38
4812339,Псков,55050,2022-10-25,2022-12-21,offline,9,38
2951321,Йошкар-Ола,65219,2021-10-16,2021-10-24,offline,7,50
8857342,Павловский Посад,81722,2020-08-16,2020-09-23,offline,5,49
8765352,Прохладный,52826,2020-08-05,2020-10-03,online,4,4
3344608,Армавир,6268,2020-03-10,2020-04-11,offline,8,42
3344608,Армавир,6268,2020-03-10,2020-05-09,offline,8,42
3344608,Армавир,6268,2020-03-10,2020-04-16,offline,8,42
3316103,Самара,65345,2023-01-14,2023-02-11,online,3,28
9168167,Чайковский,26165,2023-03-14,2023-03-16,online,4,28
9168167,Чайковский,26165,2023-03-14,2023-05-11,online,4,28
8919009,Киров (Кировская область),93498,2020-08-09,2020-08-19,online,1,42
2437302,Черногорск,16299,2020-09-21,2020-11-10,offline,6,14
2437302,Черногорск,16299,2020-09-21,2020-10-14,offline,6,14
1388281,Ангарск,38578,2020-08-07,2020-08-16,online,14,50
3656851,Ейск,32050,2022-05-07,2022-06-08,online,10,35
5635923,Александров,14230,2020-09-04,2020-09-27,online,11,3
3863105,Назарово,53267,2022-01-27,2022-02-07,offline,11,25
2962652,Вольск,35073,2021-08-20,2021-10-16,online,15,6
2962652,Вольск,35073,2021-08-20,2021-08-31,online,15,6
8190145,Астрахань,99592,2021-03-28,2021-05-18,online,13,44
5937818,Ногинск,34702,2020-09-14,2020-10-31,offline,3,4
2962652,Вольск,9072,2021-11-09,2021-12-24,online,4,1
3320816,Кумертау,10382,2021-07-08,2021-08-05,offline,7,46
3320816,Кумертау,10382,2021-07-08,2021-08-07,offline,7,46
2951321,Йошкар-Ола,33255,2022-07-26,2022-09-12,online,4,30
3439255,Ступино,39286,2022-07-01,2022-07-08,offline,2,26
3205971,Гусь-Хрустальный,67595,2022-05-02,2022-06-25,offline,11,38
5511796,Ноябрьск,50179,2021-06-05,2021-07-17,offline,12,29
1334341,Видное,73440,2022-08-08,2022-09-24,offline,9,26
1334341,Видное,73440,2022-08-08,2022-08-20,offline,9,26
7783672,Ленинск-Кузнецкий,75084,2022-11-25,2023-01-23,offline,8,26
3699199,Сыктывкар,60671,2021-06-27,2021-06-29,offline,1,30
4374148,Воткинск,12783,2022-08-26,2022-09-02,online,7,40
2523079,Воскресенск,28740,2022-11-13,2022-12-19,online,5,4
9090105,Ейск,33919,2021-04-03,2021-04-26,online,15,6
2654849,Уфа,24676,2022-08-22,2022-10-02,offline,8,3
2654849,Уфа,24676,2022-08-22,2022-09-27,offline,8,3
3318448,Архангельск,21334,2023-04-30,2023-06-05,online,14,24
2840310,Щелково,64581,2020-12-31,2021-02-06,offline,15,14
2840310,Щелково,64581,2020-12-31,2021-02-16,offline,15,14
7431664,Алексин,9710,2021-09-26,2021-10-22,online,10,43
7431664,Алексин,9710,2021-09-26,2021-10-30,online,10,43
7431664,Алексин,9710,2021-09-26,2021-10-16,online,10,43
8903079,Соликамск,27399,2020-06-05,2020-07-03,online,13,30
8903079,Соликамск,27399,2020-06-05,2020-07-16,online,13,30
8860090,Грозный,46476,2021-04-13,2021-05-08,offline,14,8
4470621,Лысьва,72747,2022-05-04,2022-07-01,online,3,42
4470621,Лысьва,72747,2022-05-04,2022-05-25,online,3,42
4470621,Лысьва,72747,2022-05-04,2022-06-07,online,3,42
4470621,Лысьва,72747,2022-05-04,2022-05-22,online,3,42
2407002,Усть-Илимск,39536,2020-03-25,2020-05-15,online,8,45
2407002,Усть-Илимск,39536,2020-03-25,2020-05-05,online,8,45
8940788,Волжск,21387,2023-01-08,2023-02-10,offline,9,24
4687080,Ессентуки,5337,2021-06-02,2021-08-01,online,2,24
8731299,Геленджик,39659,2021-09-12,2021-11-10,online,15,4
7601333,Омск,16493,2020-12-01,2021-01-27,offline,15,15
6888217,Кемерово,5386,2022-09-01,2022-10-05,offline,3,7
6888217,Кемерово,5386,2022-09-01,2022-09-20,offline,3,7
7349502,Георгиевск,59283,2021-04-05,2021-05-04,offline,9,5
4738182,Тимашевск,44778,2021-03-03,2021-03-22,offline,15,48
4738182,Тимашевск,44778,2021-03-03,2021-03-07,offline,15,48
271207,Южно-Сахалинск,2841,2022-11-02,2022-12-27,online,15,26
271207,Южно-Сахалинск,2841,2022-11-02,2022-11-03,online,15,26
8291592,Саров,67989,2022-04-26,2022-04-30,offline,14,36
161844,Зеленодольск,12850,2020-10-01,2020-10-14,offline,8,7
6177237,Ялта,52341,2021-07-15,2021-09-03,offline,3,43
6177237,Ялта,52341,2021-07-15,2021-08-12,offline,3,43
3744940,Славянск-на-Кубани,78128,2022-04-20,2022-05-07,online,14,31
3744940,Славянск-на-Кубани,78128,2022-04-20,2022-06-14,online,14,31
6022622,Красноярск,80614,2023-03-14,2023-04-03,online,12,39
8190145,Астрахань,35136,2022-07-14,2022-09-06,offline,6,16
8190145,Астрахань,35136,2022-07-14,2022-09-10,offline,6,16
2565819,Краснотурьинск,53509,2020-06-05,2020-06-24,online,9,9
2565819,Краснотурьинск,53509,2020-06-05,2020-06-21,online,9,9
1484345,Щекино,22173,2022-02-07,2022-03-12,offline,10,3
1484345,Щекино,22173,2022-02-07,2022-02-11,offline,10,3
2102900,Лыткарино,57769,2021-11-03,2021-12-02,online,1,18
2102900,Лыткарино,57769,2021-11-03,2021-12-17,online,1,18
91618,Нальчик,64961,2022-12-08,2023-01-17,offline,6,32
4659372,Елабуга,3603,2022-06-07,2022-07-23,online,15,42
4659372,Елабуга,3603,2022-06-07,2022-07-28,online,15,42
4659372,Елабуга,3603,2022-06-07,2022-07-30,online,15,42
4659372,Елабуга,3603,2022-06-07,2022-08-04,online,15,42
106946,Златоуст,76646,2022-07-22,2022-08-09,offline,1,10
106946,Златоуст,76646,2022-07-22,2022-08-24,offline,1,10
6080668,Выборг,97,2021-04-23,2021-06-07,online,10,47
6080668,Выборг,97,2021-04-23,2021-05-29,online,10,47
6080668,Выборг,97,2021-04-23,2021-06-06,online,10,47
1125538,Ревда,82183,2022-06-26,2022-06-28,offline,2,28
1125538,Ревда,82183,2022-06-26,2022-08-10,offline,2,28
1125538,Ревда,82183,2022-06-26,2022-07-06,offline,2,28
1125538,Ревда,82183,2022-06-26,2022-07-14,offline,2,28
4909710,Арсеньев,89680,2020-01-08,2020-01-28,offline,12,13
8157735,Волгодонск,26284,2023-03-21,2023-05-03,offline,13,12
7174299,Улан-Удэ,83785,2023-02-07,2023-03-14,online,9,24
5755341,Избербаш,87402,2022-04-25,2022-06-12,online,2,38
5755341,Избербаш,87402,2022-04-25,2022-06-02,online,2,38
9785684,Ижевск,88576,2023-03-12,2023-04-27,offline,3,40
9517861,Арзамас,58133,2022-09-10,2022-10-26,online,6,7
4378452,Биробиджан,55368,2020-02-28,2020-03-01,offline,4,33
6371316,Шахты,58824,2020-09-21,2020-10-26,offline,7,46
5603214,Димитровград,69021,2022-02-22,2022-02-28,online,1,16
5603214,Димитровград,69021,2022-02-22,2022-03-23,online,1,16
6177237,Ялта,52341,2021-07-15,2021-09-03,offline,11,49
6177237,Ялта,52341,2021-07-15,2021-08-12,offline,11,49
4147806,Благовещенск (Амурская область),15192,2022-12-13,2022-12-20,online,10,50
4147806,Благовещенск (Амурская область),15192,2022-12-13,2023-01-17,online,10,50
4376295,Саратов,43015,2021-10-26,2021-12-02,online,6,28
1291926,Елабуга,99315,2020-09-30,2020-10-20,offline,2,44
1291926,Елабуга,99315,2020-09-30,2020-10-08,offline,2,44
5907832,Анапа,67431,2022-01-27,2022-03-28,online,8,45
5907832,Анапа,67431,2022-01-27,2022-03-17,online,8,45
6888217,Кемерово,5386,2022-09-01,2022-10-05,offline,8,4
6888217,Кемерово,5386,2022-09-01,2022-09-20,offline,8,4
8175869,Феодосия,61736,2020-07-20,2020-07-21,offline,15,44
7146160,Сертолово,55351,2021-11-18,2022-01-11,online,8,20
9511373,Новороссийск,51030,2020-01-15,2020-03-07,offline,3,15
9511373,Новороссийск,51030,2020-01-15,2020-02-24,offline,3,15
9511373,Новороссийск,51030,2020-01-15,2020-02-25,offline,3,15
7664568,Биробиджан,40413,2022-11-23,2022-11-28,online,7,27
6922838,Альметьевск,27415,2022-05-07,2022-06-01,offline,14,7
2491745,Борисоглебск,68559,2021-04-15,2021-04-21,online,12,37
4564013,Москва,50809,2020-10-20,2020-11-13,online,3,33
8016267,Новокуйбышевск,71024,2022-01-20,2022-01-29,offline,7,35
8016267,Новокуйбышевск,71024,2022-01-20,2022-01-29,offline,7,35
8591362,Череповец,49286,2020-12-18,2021-01-31,online,6,34
8591362,Череповец,49286,2020-12-18,2021-02-15,online,6,34
7803392,Березовский (Свердловская область),60158,2022-02-05,2022-03-14,offline,3,21
7803392,Березовский (Свердловская область),60158,2022-02-05,2022-03-07,offline,3,21
6583379,Белебей,81137,2022-07-09,2022-08-11,offline,6,39
6583379,Белебей,81137,2022-07-09,2022-08-02,offline,6,39
7760533,Комсомольск-на-Амуре,93753,2021-07-03,2021-07-24,online,14,20
7760533,Комсомольск-на-Амуре,93753,2021-07-03,2021-07-29,online,14,20
9983236,Буйнакск,92211,2022-03-01,2022-04-21,offline,6,38
9983236,Буйнакск,92211,2022-03-01,2022-04-25,offline,6,38
9983236,Буйнакск,92211,2022-03-01,2022-03-25,offline,6,38
9565866,Алексин,48644,2020-04-21,2020-06-18,offline,6,26
9565866,Алексин,48644,2020-04-21,2020-05-12,offline,6,26
3656851,Ейск,31767,2020-02-18,2020-03-13,offline,13,37
4557282,Зеленогорск,51229,2023-03-25,2023-04-02,online,11,46
4557282,Зеленогорск,51229,2023-03-25,2023-05-03,online,11,46
8887959,Чехов,66948,2022-07-05,2022-07-20,offline,9,38
8887959,Чехов,66948,2022-07-05,2022-08-03,offline,9,38
7601333,Омск,65410,2021-04-17,2021-05-03,offline,4,29
7601333,Омск,65410,2021-04-17,2021-06-16,offline,4,29
3863105,Назарово,57901,2023-04-15,2023-06-01,offline,4,33
3863105,Назарово,57901,2023-04-15,2023-04-26,offline,4,33
687924,Коломна,20681,2022-04-07,2022-05-08,online,12,43
687924,Коломна,20681,2022-04-07,2022-06-05,online,12,43
8042250,Дубна,88752,2020-09-13,2020-10-21,offline,1,25
8042250,Дубна,88752,2020-09-13,2020-11-04,offline,1,25
8852823,Орел,20118,2021-12-31,2022-02-27,offline,12,8
7349502,Георгиевск,59283,2021-04-05,2021-05-04,offline,3,9
3348290,Якутск,91735,2020-07-03,2020-07-09,online,7,33
3348290,Якутск,91735,2020-07-03,2020-07-22,online,7,33
3348290,Якутск,91735,2020-07-03,2020-07-16,online,7,33
5132474,Донской,33627,2020-10-06,2020-10-07,offline,6,22
1827107,Выкса,42411,2021-12-20,2021-12-23,online,14,13
1827107,Выкса,42411,2021-12-20,2022-01-02,online,14,13
8987261,Ханты-Мансийск,65005,2020-09-02,2020-09-07,online,13,25
455715,Тюмень,8764,2020-10-03,2020-11-26,offline,13,10
7081465,Сочи,1634,2021-09-08,2021-09-21,online,5,45
7081465,Сочи,1634,2021-09-08,2021-09-30,online,5,45
4713578,Ханты-Мансийск,25031,2022-05-15,2022-05-29,online,11,41
7381334,Ковров,94065,2020-04-19,2020-05-15,offline,8,48
3187128,Братск,58059,2021-01-07,2021-02-28,online,15,47
3187128,Братск,58059,2021-01-07,2021-02-20,online,15,47
91618,Нальчик,97767,2020-11-17,2020-12-30,online,5,22
8919009,Киров (Кировская область),93498,2020-08-09,2020-08-19,online,9,7
1806908,Волжский,99969,2022-07-29,2022-08-03,offline,10,34
1806908,Волжский,99969,2022-07-29,2022-07-31,offline,10,34
1806908,Волжский,99969,2022-07-29,2022-08-31,offline,10,34
1806908,Волжский,99969,2022-07-29,2022-09-03,offline,10,34
2033294,Кириши,31043,2020-09-08,2020-09-22,online,4,42
2033294,Кириши,31043,2020-09-08,2020-09-14,online,4,42
8264228,Октябрьский,33942,2022-09-04,2022-10-31,online,7,10
4296424,Щекино,29489,2022-04-06,2022-05-30,offline,4,41
4296424,Щекино,29489,2022-04-06,2022-04-08,offline,4,41
1559089,Ангарск,86014,2020-08-25,2020-10-03,online,9,35
6520695,Великий Новгород,38684,2021-10-13,2021-11-07,offline,6,44
4376295,Саратов,43015,2021-10-26,2021-12-02,online,15,23
3187735,Мытищи,89120,2021-04-07,2021-04-17,online,8,4
3187735,Мытищи,89120,2021-04-07,2021-05-24,online,8,4
9767097,Якутск,23859,2022-07-11,2022-08-31,online,8,8
1678715,Жуковский,34895,2021-12-03,2021-12-15,offline,12,32
3258133,Томск,7326,2021-12-24,2022-01-12,offline,15,25
3258133,Томск,7326,2021-12-24,2022-01-10,offline,15,25
8857342,Павловский Посад,82979,2022-07-25,2022-09-09,online,9,27
8857342,Павловский Посад,82979,2022-07-25,2022-09-05,online,9,27
7382995,Тверь,86450,2021-04-15,2021-06-06,online,6,41
4259101,Воронеж,77626,2022-06-16,2022-08-03,offline,15,39
9767097,Якутск,23103,2020-10-11,2020-11-16,offline,14,48
9767097,Якутск,23103,2020-10-11,2020-12-04,offline,14,48
3320234,Котлас,28851,2020-06-29,2020-08-13,online,6,32
3320234,Котлас,28851,2020-06-29,2020-08-16,online,6,32
2893413,Керчь,90226,2023-04-07,2023-05-13,online,4,49
4631776,Анжеро-Судженск,98075,2023-02-03,2023-02-20,online,1,18
2794874,Железногорск (Красноярский край),60830,2021-06-05,2021-06-19,offline,15,50
2794874,Железногорск (Красноярский край),60830,2021-06-05,2021-07-09,offline,15,50
2794874,Железногорск (Красноярский край),60830,2021-06-05,2021-07-17,offline,15,50
258432,Архангельск,99043,2020-05-20,2020-06-27,online,15,25
258432,Архангельск,99043,2020-05-20,2020-06-10,online,15,25
258432,Архангельск,99043,2020-05-20,2020-06-02,online,15,25
7108795,Жигулевск,59270,2020-07-21,2020-09-11,online,15,36
9565866,Алексин,48644,2020-04-21,2020-06-18,offline,9,46
9565866,Алексин,48644,2020-04-21,2020-05-12,offline,9,46
4617094,Вольск,94398,2021-09-13,2021-10-16,offline,12,22
4617094,Вольск,94398,2021-09-13,2021-09-30,offline,12,22
3187735,Мытищи,89120,2021-04-07,2021-04-17,online,10,47
3187735,Мытищи,89120,2021-04-07,2021-05-24,online,10,47
3316103,Самара,5251,2020-12-28,2021-02-25,online,7,34
3316103,Самара,5251,2020-12-28,2021-01-25,online,7,34
1918693,Сургут,69518,2021-08-26,2021-08-27,online,5,18
1918693,Сургут,69518,2021-08-26,2021-10-09,online,5,18
1918693,Сургут,69518,2021-08-26,2021-10-04,online,5,18
4470621,Лысьва,60072,2023-02-09,2023-02-27,online,9,20
712982,Усть-Илимск,2390,2021-09-14,2021-10-09,online,12,46
6139190,Арсеньев,93587,2021-10-29,2021-11-04,online,10,35
2840310,Щелково,42533,2022-06-09,2022-06-30,offline,2,13
2962652,Вольск,9072,2021-11-09,2021-12-24,online,8,18
4376295,Саратов,57406,2022-01-05,2022-03-05,offline,5,1
9785684,Ижевск,82398,2020-09-29,2020-11-18,offline,10,34
5277103,Азов,88352,2022-07-30,2022-09-09,online,13,44
1089729,Волгоград,41155,2021-03-26,2021-04-27,offline,13,7
1089729,Волгоград,41155,2021-03-26,2021-04-03,offline,13,7
8979408,Балашиха,58831,2022-01-21,2022-02-18,offline,1,27
8979408,Балашиха,58831,2022-01-21,2022-02-17,offline,1,27
8979408,Балашиха,58831,2022-01-21,2022-02-08,offline,1,27
4565766,Копейск,29334,2020-12-28,2021-01-30,online,2,5
4565766,Копейск,29334,2020-12-28,2021-02-17,online,2,5
4565766,Копейск,29334,2020-12-28,2021-01-07,online,2,5
4565766,Копейск,29334,2020-12-28,2021-01-28,online,2,5
9767097,Якутск,12568,2021-05-21,2021-06-01,online,3,1
9022356,Химки,48737,2020-12-09,2020-12-10,online,8,12
9525027,Севастополь,69611,2022-03-21,2022-05-01,online,12,8
288916,Рыбинск,22838,2021-01-05,2021-02-17,online,1,9
288916,Рыбинск,22838,2021-01-05,2021-02-24,online,1,9
7130090,Тверь,40607,2020-12-23,2021-02-15,offline,15,32
7130090,Тверь,40607,2020-12-23,2021-02-09,offline,15,32
7199090,Гуково,60489,2021-07-14,2021-08-21,offline,4,29
7522060,Апатиты,43388,2022-10-04,2022-10-16,online,8,25
7522060,Апатиты,43388,2022-10-04,2022-11-11,online,8,25
3320234,Котлас,93862,2021-04-15,2021-05-22,online,13,22
1125538,Ревда,59505,2023-04-12,2023-06-05,online,9,37
1125538,Ревда,59505,2023-04-12,2023-06-06,online,9,37
9058381,Вязьма,26620,2020-08-08,2020-08-15,online,4,47
9058381,Вязьма,26620,2020-08-08,2020-09-28,online,4,47
2193120,Нефтеюганск,50046,2020-07-26,2020-09-16,offline,4,27
2193120,Нефтеюганск,50046,2020-07-26,2020-09-12,offline,4,27
2911210,Заречный,57200,2020-02-19,2020-02-23,online,2,43
9525027,Севастополь,16898,2022-12-02,2023-01-22,offline,10,1
9525027,Севастополь,16898,2022-12-02,2023-01-11,offline,10,1
9525027,Севастополь,16898,2022-12-02,2023-01-18,offline,10,1
6371316,Шахты,58824,2020-09-21,2020-10-26,offline,4,33
1757142,Батайск,39104,2022-12-29,2023-02-13,offline,4,41
5908034,Чехов,15891,2020-07-12,2020-08-08,online,7,49
5908034,Чехов,15891,2020-07-12,2020-08-23,online,7,49
2996899,Фрязино,636,2021-03-30,2021-04-08,offline,10,16
2996899,Фрязино,636,2021-03-30,2021-05-18,offline,10,16
4814995,Чайковский,57944,2023-04-14,2023-05-25,offline,7,28
1484345,Щекино,22173,2022-02-07,2022-03-12,offline,4,35
1484345,Щекино,22173,2022-02-07,2022-02-11,offline,4,35
2627693,Черемхово,92836,2021-09-16,2021-09-22,online,14,43
2627693,Черемхово,92836,2021-09-16,2021-10-23,online,14,43
9058381,Вязьма,89182,2020-05-02,2020-06-10,online,8,7
7431085,Серпухов,16018,2023-04-24,2023-06-21,offline,5,27
9603222,Екатеринбург,20319,2020-01-08,2020-01-27,online,11,22
2239595,Киселевск,40333,2022-09-20,2022-09-23,online,12,35
1322312,Ржев,70207,2020-02-24,2020-03-29,offline,4,42
5937818,Ногинск,57332,2022-10-18,2022-11-12,offline,11,23
9671215,Химки,30254,2022-07-05,2022-07-24,online,9,42
9671215,Химки,30254,2022-07-05,2022-07-09,online,9,42
9671215,Химки,30254,2022-07-05,2022-08-30,online,9,42
1484345,Щекино,27561,2022-06-28,2022-08-13,offline,13,50
1484345,Щекино,27561,2022-06-28,2022-08-11,offline,13,50
1484345,Щекино,27561,2022-06-28,2022-08-16,offline,13,50
9949746,Магнитогорск,70508,2021-10-04,2021-10-19,offline,6,35
9525027,Севастополь,42519,2021-04-02,2021-05-25,offline,12,17
